age,job,marital,education,X2,X4,X3,X1,device,day,month,time_spent,banner_views,days_elapsed_old,banner_views_old,outcome_old,y
36,blue-collar,married,primary,0,442,1,0,cellular,17,apr,238,1,326.0,3,failure,1
49,retired,married,secondary,0,329,1,0,unknown,14,may,264,2,355.0,0,unknown,0
49,technician,married,secondary,0,195,0,0,cellular,5,aug,211,2,358.0,0,unknown,1
38,technician,married,secondary,1,238,0,0,cellular,30,jul,376,8,442.0,0,unknown,1
73,retired,married,primary,0,5539,0,0,telephone,6,aug,338,1,364.0,0,unknown,0
36,management,married,tertiary,0,396,0,0,cellular,21,nov,64,2,100.0,5,failure,0
36,self-employed,married,tertiary,0,15,1,0,unknown,28,may,64,4,358.0,0,unknown,0
46,technician,married,secondary,0,152,0,0,cellular,9,jul,72,1,477.0,0,unknown,1
55,entrepreneur,married,primary,0,-24,1,0,unknown,8,may,176,1,353.0,0,unknown,1
53,entrepreneur,single,unknown,0,717,0,0,cellular,30,jul,594,2,354.0,0,unknown,0
59,retired,married,secondary,0,836,1,0,unknown,7,may,106,1,346.0,0,unknown,1
30,management,single,tertiary,0,1456,1,0,cellular,20,nov,227,1,368.0,0,unknown,1
41,technician,married,secondary,0,1602,1,0,cellular,2,jun,142,1,352.0,0,unknown,1
50,blue-collar,married,secondary,0,95,1,0,unknown,15,may,468,5,351.0,0,unknown,0
42,blue-collar,married,primary,0,560,1,1,cellular,18,nov,139,2,374.0,0,unknown,1
44,services,married,primary,0,1161,1,0,cellular,19,nov,402,1,184.0,5,failure,0
56,admin.,divorced,secondary,0,-429,0,1,cellular,23,jul,229,4,368.0,0,unknown,0
36,blue-collar,married,primary,0,0,1,1,telephone,13,may,18,1,493.0,0,unknown,0
35,blue-collar,married,secondary,0,306,0,0,unknown,20,jun,12,8,366.0,0,unknown,0
31,unemployed,single,unknown,0,167,0,0,cellular,20,nov,316,1,391.0,0,unknown,1
37,services,married,secondary,0,-601,1,0,cellular,11,jul,210,2,349.0,0,unknown,0
36,entrepreneur,married,secondary,0,419,1,0,cellular,8,apr,34,3,346.0,0,unknown,0
44,services,married,secondary,0,0,1,1,unknown,16,may,471,2,353.0,0,unknown,0
34,admin.,divorced,secondary,0,-220,1,1,unknown,12,may,115,4,343.0,0,unknown,1
58,retired,married,unknown,0,937,0,0,cellular,5,aug,155,1,791.0,0,unknown,1
34,admin.,married,secondary,0,1651,0,0,cellular,4,feb,246,1,350.0,0,unknown,1
34,blue-collar,married,secondary,0,6411,1,1,unknown,9,may,226,2,474.0,0,unknown,0
40,management,divorced,tertiary,0,-319,1,0,unknown,23,may,59,3,347.0,0,unknown,1
42,entrepreneur,married,tertiary,0,2249,1,0,telephone,3,apr,362,2,136.0,6,failure,1
33,blue-collar,married,secondary,0,53,0,0,cellular,20,nov,113,1,687.0,0,unknown,0
31,management,married,tertiary,0,827,0,0,unknown,20,may,38,1,361.0,0,unknown,0
45,blue-collar,married,primary,0,0,1,0,cellular,24,jul,137,1,365.0,0,unknown,0
55,management,single,tertiary,0,7025,0,0,unknown,5,jun,139,3,436.0,0,unknown,0
47,technician,married,secondary,0,-18,1,0,telephone,21,jul,105,2,361.0,0,unknown,0
43,blue-collar,married,secondary,0,704,1,0,telephone,11,may,28,2,306.0,1,failure,1
32,blue-collar,single,secondary,0,232,0,0,unknown,13,dec,232,1,345.0,0,unknown,0
32,blue-collar,divorced,secondary,0,739,1,0,unknown,9,may,171,1,364.0,0,unknown,1
33,management,married,tertiary,0,1412,1,0,unknown,19,aug,480,1,398.0,0,unknown,0
29,blue-collar,married,primary,0,220,1,0,unknown,4,jun,187,2,365.0,0,unknown,1
43,management,married,unknown,0,587,1,0,cellular,5,feb,11,6,231.0,9,failure,0
44,technician,single,secondary,0,1548,1,0,cellular,21,nov,62,6,352.0,0,unknown,0
38,services,divorced,primary,0,188,0,0,unknown,11,jun,597,10,357.0,0,unknown,0
38,management,married,tertiary,0,0,1,0,cellular,26,aug,22,38,350.0,0,unknown,0
33,blue-collar,married,primary,0,-306,1,1,unknown,13,may,851,4,364.0,0,unknown,0
58,technician,married,secondary,0,3399,0,0,telephone,30,nov,1628,2,188.0,8,success,0
25,blue-collar,single,secondary,0,-191,1,0,unknown,19,jun,958,7,405.0,0,unknown,0
43,services,married,secondary,0,354,1,0,telephone,4,feb,49,2,389.0,0,unknown,1
33,blue-collar,married,secondary,0,-257,1,0,unknown,12,may,92,4,370.0,0,unknown,0
47,technician,single,tertiary,0,31,0,1,cellular,24,jul,63,4,366.0,0,unknown,0
50,blue-collar,divorced,secondary,0,-441,1,0,cellular,8,may,203,2,348.0,0,unknown,1
52,admin.,married,primary,0,2281,1,1,telephone,4,feb,82,1,244.0,1,failure,1
37,entrepreneur,married,unknown,0,983,0,1,unknown,5,jun,225,1,365.0,0,unknown,1
26,services,married,secondary,0,104,0,0,unknown,14,may,7,1,363.0,0,unknown,0
56,management,married,secondary,0,145,0,0,cellular,4,feb,224,1,362.0,0,unknown,0
32,admin.,single,unknown,0,393,0,0,cellular,3,feb,169,2,616.0,0,unknown,0
41,technician,married,secondary,0,261,0,1,unknown,5,jun,222,1,350.0,0,unknown,1
59,blue-collar,married,secondary,0,13718,0,0,telephone,7,jul,107,6,358.0,0,unknown,0
34,technician,divorced,secondary,0,89,1,0,unknown,27,jun,101,5,365.0,0,unknown,1
51,management,single,tertiary,0,3087,1,0,unknown,29,may,86,4,343.0,0,unknown,0
26,blue-collar,married,secondary,0,0,1,1,telephone,30,jul,51,20,348.0,0,unknown,0
38,entrepreneur,married,secondary,0,593,1,1,cellular,24,jul,1484,24,350.0,0,unknown,0
31,self-employed,married,tertiary,0,81,1,0,cellular,16,jul,57,8,370.0,0,unknown,0
30,management,single,tertiary,0,443,1,1,cellular,12,aug,80,2,561.0,0,unknown,1
42,management,single,tertiary,0,1113,1,1,cellular,18,nov,89,2,162.0,12,failure,1
45,admin.,married,secondary,0,205,0,0,cellular,4,aug,180,1,92.0,3,success,1
58,unemployed,divorced,secondary,0,0,0,0,unknown,23,jun,598,2,345.0,0,unknown,1
51,blue-collar,married,unknown,0,1883,1,0,unknown,5,may,57,1,344.0,0,unknown,1
56,blue-collar,married,secondary,0,448,1,1,cellular,17,may,556,1,181.0,2,other,0
35,management,single,tertiary,0,3140,0,0,unknown,12,jun,130,3,351.0,0,unknown,0
28,blue-collar,single,secondary,0,339,1,0,cellular,10,jul,353,1,351.0,0,unknown,1
30,blue-collar,single,secondary,0,0,1,0,cellular,14,jul,768,2,369.0,0,unknown,0
38,management,married,tertiary,0,1101,1,0,cellular,9,mar,78,2,120.0,1,failure,1
31,management,married,secondary,0,8629,1,0,cellular,21,nov,957,1,184.0,2,failure,0
69,retired,married,primary,0,2398,0,0,cellular,12,apr,161,1,186.0,1,failure,0
49,technician,single,secondary,0,-188,1,1,cellular,17,nov,454,1,361.0,0,unknown,0
39,services,married,secondary,0,-495,1,1,cellular,11,may,51,6,365.0,0,unknown,0
33,technician,single,secondary,0,-479,0,0,cellular,7,aug,235,1,343.0,0,unknown,1
52,management,divorced,tertiary,0,12,1,0,unknown,30,may,33,5,361.0,0,unknown,1
46,management,married,tertiary,0,349,0,0,cellular,15,feb,295,2,616.0,1,failure,0
26,blue-collar,single,secondary,0,535,1,1,unknown,28,may,252,1,370.0,0,unknown,1
33,management,married,tertiary,0,133,1,0,unknown,26,may,308,4,351.0,0,unknown,0
35,management,single,secondary,0,356,1,0,cellular,11,may,7,5,171.0,12,failure,1
41,blue-collar,single,secondary,0,6393,1,0,cellular,15,may,128,3,359.0,0,unknown,0
28,blue-collar,married,primary,0,113,1,0,unknown,8,may,534,2,350.0,0,unknown,0
37,self-employed,single,tertiary,0,1286,0,0,telephone,31,jul,37,7,370.0,0,unknown,0
50,management,married,secondary,0,0,1,0,unknown,14,may,214,1,371.0,0,unknown,0
56,blue-collar,married,secondary,0,1210,0,0,unknown,11,jun,935,1,371.0,0,unknown,1
54,services,married,secondary,0,770,0,0,cellular,4,aug,151,1,349.0,0,unknown,1
48,technician,married,secondary,0,17,1,1,cellular,17,nov,81,1,358.0,0,unknown,0
27,admin.,single,tertiary,0,4991,1,0,cellular,13,feb,123,1,343.0,0,unknown,1
53,technician,married,secondary,0,1982,1,1,cellular,27,nov,160,1,356.0,0,unknown,1
31,services,single,secondary,0,205,1,0,cellular,15,apr,465,1,444.0,0,unknown,1
49,management,divorced,tertiary,0,557,1,0,cellular,29,jan,145,1,223.0,5,failure,1
45,admin.,single,secondary,0,375,0,1,unknown,22,sep,10,1,594.0,6,failure,0
29,services,single,secondary,0,447,1,1,unknown,4,jun,106,1,683.0,0,unknown,1
43,management,divorced,tertiary,0,3820,0,0,cellular,19,aug,86,5,370.0,0,unknown,1
36,admin.,single,secondary,0,0,1,1,cellular,21,nov,109,1,189.0,1,failure,0
31,services,married,secondary,0,891,1,0,unknown,21,may,44,3,356.0,0,unknown,1
36,services,single,secondary,0,0,1,0,cellular,15,may,1002,4,384.0,0,unknown,0
20,student,single,secondary,0,1191,0,0,cellular,12,feb,274,1,353.0,0,unknown,1
55,housemaid,married,primary,0,1563,1,0,cellular,17,nov,128,2,367.0,0,unknown,1
59,retired,married,primary,0,249,0,0,cellular,13,aug,432,5,352.0,0,unknown,0
51,entrepreneur,married,tertiary,0,3188,1,1,cellular,19,nov,339,3,345.0,0,unknown,0
43,admin.,single,tertiary,0,664,1,0,cellular,17,apr,119,1,343.0,0,unknown,1
37,housemaid,divorced,secondary,0,226,0,1,cellular,19,nov,380,2,167.0,3,other,0
29,blue-collar,divorced,secondary,0,-300,0,0,unknown,21,may,192,1,345.0,0,unknown,0
37,technician,divorced,secondary,0,0,1,0,cellular,11,jul,283,1,353.0,0,unknown,1
55,blue-collar,married,primary,0,158,1,0,unknown,15,may,176,18,362.0,0,unknown,0
21,technician,single,tertiary,0,61,0,1,cellular,8,jul,141,1,561.0,0,unknown,1
58,self-employed,married,secondary,0,372,0,0,unknown,17,jun,315,2,359.0,0,unknown,1
47,blue-collar,married,secondary,0,-98,1,0,unknown,9,may,112,1,442.0,0,unknown,0
48,blue-collar,married,unknown,0,459,0,0,cellular,5,feb,134,1,8.0,1,other,1
74,retired,married,secondary,0,1714,0,0,telephone,17,feb,127,1,344.0,0,unknown,0
33,technician,married,tertiary,0,525,1,1,cellular,30,jan,499,1,247.0,1,failure,0
59,self-employed,married,secondary,0,0,0,0,cellular,18,aug,203,4,349.0,0,unknown,0
31,technician,divorced,tertiary,0,0,0,0,cellular,22,aug,127,2,343.0,0,unknown,1
81,retired,married,secondary,0,1,0,0,cellular,19,aug,65,5,354.0,0,unknown,1
58,services,married,secondary,0,0,0,0,unknown,20,jun,241,3,357.0,0,unknown,1
39,management,married,tertiary,0,285,1,0,cellular,15,jul,838,3,351.0,0,unknown,0
31,technician,single,tertiary,0,4979,0,1,cellular,27,aug,33,2,364.0,0,unknown,1
35,blue-collar,married,tertiary,0,199,1,1,cellular,20,nov,176,1,364.0,0,unknown,1
27,technician,single,secondary,0,-69,0,0,unknown,26,jul,4,1,364.0,0,unknown,0
59,technician,married,secondary,0,0,0,0,unknown,1,jul,249,1,347.0,0,unknown,0
43,management,married,secondary,1,16,0,0,cellular,2,feb,154,2,358.0,0,unknown,1
52,admin.,single,unknown,0,2227,0,0,cellular,24,feb,242,2,354.0,0,unknown,0
34,technician,married,secondary,0,-346,1,0,unknown,3,jul,115,4,365.0,0,unknown,0
36,management,single,tertiary,0,1804,0,0,cellular,7,may,170,1,366.0,1,other,1
48,management,married,tertiary,0,370,1,0,cellular,30,jan,134,2,169.0,2,other,1
61,retired,married,primary,0,8729,0,0,cellular,30,oct,480,1,398.0,0,unknown,0
59,management,married,tertiary,0,3401,0,0,cellular,2,feb,111,1,366.0,0,unknown,0
30,services,single,secondary,0,101,1,0,cellular,19,nov,85,2,347.0,0,unknown,1
37,entrepreneur,divorced,tertiary,0,66,0,0,cellular,18,nov,1164,2,367.0,0,unknown,0
38,admin.,single,secondary,0,2329,1,0,cellular,29,jan,261,1,352.0,0,unknown,1
27,services,married,secondary,0,54,1,0,cellular,18,may,97,1,370.0,1,failure,1
29,technician,single,secondary,0,738,0,0,unknown,5,jul,29,1,357.0,0,unknown,0
46,management,married,tertiary,0,1375,1,0,cellular,17,nov,308,3,344.0,0,unknown,0
50,self-employed,divorced,tertiary,0,59,1,0,unknown,28,may,67,2,370.0,0,unknown,1
32,services,married,secondary,0,393,0,0,cellular,6,apr,211,2,266.0,2,failure,1
54,services,married,secondary,0,812,0,0,cellular,31,jul,113,6,363.0,0,unknown,1
55,technician,married,secondary,0,273,1,0,cellular,29,jan,84,3,183.0,3,failure,0
27,management,single,tertiary,1,1414,1,0,cellular,2,feb,95,1,367.0,0,unknown,1
60,management,married,primary,0,295,0,0,unknown,6,jun,126,4,478.0,0,unknown,0
35,management,married,tertiary,0,0,1,0,cellular,20,nov,197,4,30.0,1,failure,0
55,blue-collar,married,primary,0,-317,1,0,unknown,28,may,152,1,350.0,0,unknown,0
38,technician,married,secondary,0,217,0,1,cellular,16,jul,93,3,350.0,0,unknown,1
38,services,single,secondary,0,7695,1,0,unknown,14,may,193,2,364.0,0,unknown,0
37,technician,married,secondary,0,720,1,0,cellular,8,apr,58,3,364.0,0,unknown,1
53,technician,married,tertiary,0,431,1,0,unknown,11,jun,74,1,357.0,0,unknown,1
29,blue-collar,married,secondary,0,1238,1,0,cellular,20,apr,478,1,341.0,1,failure,0
41,technician,married,secondary,0,112,1,0,cellular,17,nov,1081,1,131.0,1,failure,1
30,housemaid,married,tertiary,0,113,1,1,cellular,3,feb,230,3,368.0,0,unknown,1
40,technician,married,tertiary,0,99,0,0,cellular,13,aug,220,2,364.0,2,failure,0
33,technician,married,secondary,0,303,1,0,cellular,3,feb,355,1,301.0,5,success,1
31,blue-collar,single,secondary,0,1291,1,0,cellular,18,jul,72,1,349.0,0,unknown,1
47,self-employed,married,secondary,0,523,0,0,unknown,20,jul,7,1,369.0,0,unknown,0
37,blue-collar,married,primary,0,0,1,0,cellular,17,apr,362,2,315.0,4,failure,0
54,technician,divorced,secondary,0,0,1,0,cellular,28,jan,87,2,536.0,0,unknown,1
59,blue-collar,single,primary,0,-86,0,0,cellular,11,jul,16,2,369.0,0,unknown,0
31,blue-collar,single,secondary,0,5607,0,0,unknown,20,may,261,1,362.0,0,unknown,0
32,technician,married,secondary,0,186,0,0,unknown,7,may,418,2,369.0,0,unknown,0
33,blue-collar,married,secondary,0,86,1,0,unknown,19,may,364,1,460.0,0,unknown,0
50,unknown,married,unknown,0,1533,0,0,cellular,4,aug,157,1,364.0,0,unknown,0
43,admin.,married,secondary,0,1220,1,0,cellular,20,apr,349,2,339.0,1,other,1
44,management,married,tertiary,0,736,0,0,cellular,21,nov,71,9,357.0,0,unknown,0
60,housemaid,married,primary,0,726,0,1,cellular,30,jul,94,5,347.0,0,unknown,0
50,blue-collar,married,secondary,0,1604,1,0,unknown,15,may,267,5,370.0,0,unknown,1
55,admin.,married,secondary,0,602,0,0,cellular,7,sep,350,1,98.0,5,success,1
32,technician,single,unknown,0,317,1,0,unknown,21,may,394,2,365.0,0,unknown,0
58,housemaid,married,secondary,0,4840,0,0,unknown,11,jun,366,1,526.0,0,unknown,1
34,management,single,tertiary,0,417,1,0,cellular,5,aug,270,1,174.0,15,failure,0
60,retired,married,tertiary,0,872,0,0,telephone,28,aug,37,5,356.0,0,unknown,0
38,technician,single,secondary,0,12,1,0,unknown,28,may,150,2,359.0,0,unknown,0
51,housemaid,divorced,tertiary,0,1613,0,0,cellular,4,aug,870,1,370.0,0,unknown,0
43,management,married,tertiary,0,690,1,0,cellular,6,aug,171,3,360.0,0,unknown,0
60,technician,married,secondary,0,0,0,0,cellular,25,may,641,4,357.0,0,unknown,0
55,retired,married,secondary,0,0,0,0,cellular,29,jan,636,1,394.0,0,unknown,0
51,blue-collar,married,primary,1,-17,0,0,cellular,27,aug,134,6,369.0,0,unknown,0
28,technician,married,secondary,0,272,0,1,cellular,16,jul,183,1,351.0,0,unknown,1
54,admin.,married,secondary,0,1335,1,0,cellular,24,jul,448,1,350.0,0,unknown,0
55,self-employed,married,primary,0,468,1,0,cellular,11,may,214,2,377.0,0,unknown,0
40,management,married,tertiary,0,-37,0,1,cellular,15,jul,408,4,349.0,0,unknown,0
29,admin.,single,secondary,0,1448,0,0,cellular,10,mar,217,1,184.0,7,other,0
23,student,single,secondary,0,-116,1,0,unknown,20,may,109,6,358.0,0,unknown,0
32,self-employed,married,primary,0,1074,1,0,cellular,17,apr,38,1,329.0,2,failure,1
41,admin.,married,tertiary,0,226,1,0,cellular,15,jul,157,5,359.0,0,unknown,0
32,management,married,tertiary,0,3442,0,0,cellular,18,nov,475,1,422.0,0,unknown,1
34,blue-collar,married,secondary,0,156,1,0,cellular,29,jul,393,3,391.0,0,unknown,0
37,admin.,married,secondary,0,637,0,0,unknown,5,jun,1084,1,349.0,0,unknown,0
39,blue-collar,married,secondary,0,1382,1,0,cellular,11,feb,397,2,364.0,0,unknown,1
49,management,married,tertiary,0,964,1,1,cellular,17,jul,201,1,352.0,0,unknown,0
29,admin.,divorced,secondary,0,120,0,1,cellular,3,feb,197,1,385.0,0,unknown,1
79,retired,married,secondary,0,909,0,0,cellular,25,sep,114,1,95.0,1,other,1
32,blue-collar,married,secondary,1,-53,1,0,cellular,16,apr,648,1,272.0,1,other,1
31,technician,married,secondary,0,-119,1,0,cellular,18,may,9,5,364.0,0,unknown,0
60,retired,married,primary,0,71188,0,0,cellular,6,oct,205,1,368.0,0,unknown,0
57,self-employed,married,secondary,0,7747,0,0,cellular,7,aug,102,2,428.0,0,unknown,0
38,blue-collar,single,primary,0,0,1,0,cellular,7,may,350,2,518.0,0,unknown,0
59,blue-collar,married,primary,0,0,0,0,cellular,2,feb,173,1,359.0,0,unknown,0
27,management,single,tertiary,0,212,1,0,cellular,15,may,373,1,373.0,0,unknown,0
30,technician,single,tertiary,0,419,1,1,unknown,28,may,299,3,364.0,0,unknown,0
37,services,married,secondary,0,3429,1,1,cellular,8,may,151,4,171.0,11,other,1
29,management,single,tertiary,0,2907,1,0,cellular,26,may,150,1,345.0,0,unknown,1
44,blue-collar,married,secondary,0,-182,1,1,cellular,14,may,10,10,362.0,0,unknown,1
33,management,married,tertiary,0,148,0,0,unknown,20,may,717,1,350.0,0,unknown,0
49,management,married,tertiary,0,78,0,1,cellular,17,jul,257,2,350.0,0,unknown,0
24,management,single,secondary,0,86,0,0,unknown,2,jun,1075,2,358.0,0,unknown,0
66,retired,married,tertiary,0,2262,0,0,cellular,22,apr,155,1,370.0,0,unknown,1
35,management,married,tertiary,0,267,1,0,unknown,7,may,192,1,370.0,0,unknown,0
30,technician,married,tertiary,0,606,1,0,cellular,30,apr,551,1,343.0,0,unknown,0
31,blue-collar,single,secondary,0,39,1,0,cellular,15,may,123,5,363.0,0,unknown,0
51,management,single,tertiary,0,5341,0,0,cellular,30,apr,184,2,350.0,0,unknown,0
39,management,married,tertiary,0,691,1,1,cellular,16,apr,517,1,255.0,1,failure,0
26,blue-collar,married,secondary,0,484,1,0,unknown,19,may,48,2,367.0,0,unknown,1
28,management,married,tertiary,0,3589,1,0,cellular,13,may,348,1,368.0,0,unknown,0
32,admin.,single,secondary,0,8619,1,0,cellular,19,nov,267,2,343.0,0,unknown,0
57,management,married,tertiary,0,16,0,0,cellular,21,aug,200,3,458.0,0,unknown,0
47,admin.,single,secondary,0,15,0,0,cellular,2,feb,71,1,266.0,4,failure,0
39,management,single,tertiary,0,307,0,0,cellular,22,may,182,2,355.0,0,unknown,0
46,blue-collar,married,primary,0,938,1,0,unknown,2,jun,92,2,364.0,0,unknown,1
32,blue-collar,single,secondary,0,1721,1,0,cellular,19,nov,184,2,182.0,2,failure,0
53,blue-collar,married,unknown,0,2785,1,0,unknown,15,may,1165,1,395.0,0,unknown,1
59,retired,married,secondary,0,82,0,0,cellular,28,aug,308,6,355.0,0,unknown,0
40,admin.,married,secondary,0,4775,0,0,cellular,15,sep,215,1,370.0,0,unknown,1
29,admin.,single,tertiary,0,1501,1,0,cellular,18,may,316,1,361.0,0,unknown,1
36,admin.,married,secondary,0,854,1,0,cellular,2,feb,130,1,370.0,0,unknown,1
34,blue-collar,married,primary,0,174,1,0,cellular,8,may,405,3,364.0,0,unknown,0
35,technician,single,secondary,0,7530,0,0,cellular,18,nov,117,1,361.0,0,unknown,0
32,admin.,divorced,secondary,1,5,1,1,cellular,18,may,82,3,363.0,2,other,1
34,management,married,tertiary,0,812,0,0,cellular,27,sep,156,2,279.0,1,failure,1
40,management,married,tertiary,0,207,1,0,unknown,5,may,39,1,365.0,0,unknown,0
49,retired,single,unknown,0,332,0,0,unknown,18,jun,163,2,529.0,0,unknown,0
29,management,single,tertiary,0,368,1,0,unknown,23,may,160,1,347.0,0,unknown,1
40,management,married,secondary,0,-63,0,0,unknown,9,jun,248,4,362.0,0,unknown,0
52,blue-collar,married,primary,0,1515,0,0,cellular,7,aug,20,4,354.0,0,unknown,0
55,retired,married,primary,0,4424,0,0,cellular,5,aug,67,4,346.0,0,unknown,0
46,technician,divorced,tertiary,0,532,0,0,cellular,22,aug,491,2,399.0,0,unknown,0
30,management,married,tertiary,0,1942,1,1,cellular,21,nov,436,2,178.0,3,other,0
31,self-employed,married,tertiary,0,3220,0,0,cellular,26,aug,74,4,385.0,0,unknown,0
45,housemaid,married,tertiary,0,2424,0,0,unknown,5,jun,452,1,355.0,0,unknown,1
56,retired,married,primary,0,681,0,0,cellular,20,aug,204,4,355.0,0,unknown,0
37,blue-collar,married,secondary,0,3653,1,0,cellular,8,may,525,1,357.0,0,unknown,1
53,services,divorced,secondary,0,4554,0,0,cellular,5,feb,8,6,378.0,0,unknown,0
49,services,married,secondary,0,823,0,0,cellular,8,aug,780,4,343.0,0,unknown,0
29,technician,single,secondary,0,404,1,0,unknown,29,may,286,2,392.0,0,unknown,1
39,admin.,single,unknown,0,0,1,0,cellular,11,may,62,1,365.0,0,unknown,1
40,self-employed,divorced,tertiary,0,1077,0,0,cellular,19,nov,309,1,347.0,0,unknown,1
39,unknown,single,secondary,0,914,0,0,unknown,5,jun,20,1,367.0,0,unknown,1
49,entrepreneur,divorced,tertiary,0,315,0,0,cellular,11,sep,240,1,578.0,0,unknown,1
26,admin.,single,secondary,0,1327,0,0,cellular,30,mar,171,4,363.0,0,unknown,0
28,unemployed,married,secondary,0,655,1,0,unknown,4,jun,606,2,365.0,0,unknown,0
35,housemaid,single,unknown,0,4378,0,0,unknown,9,jun,376,3,352.0,0,unknown,0
53,technician,married,tertiary,0,2600,0,0,cellular,3,jun,656,1,368.0,0,unknown,1
51,housemaid,married,primary,0,1093,0,1,unknown,18,jun,18,1,392.0,0,unknown,0
28,student,single,secondary,0,2015,0,0,cellular,26,jul,110,2,182.0,2,failure,0
31,admin.,single,secondary,0,68,1,0,cellular,16,apr,570,2,392.0,0,unknown,0
31,technician,divorced,secondary,0,24,0,1,cellular,27,aug,352,2,352.0,0,unknown,1
47,unemployed,married,secondary,0,3533,1,0,cellular,20,nov,319,1,100.0,2,failure,1
52,unemployed,married,secondary,0,5091,0,0,cellular,26,may,309,1,346.0,0,unknown,0
30,management,single,secondary,0,1299,0,0,cellular,14,aug,515,2,370.0,0,unknown,0
54,blue-collar,married,primary,0,211,0,0,cellular,25,aug,160,6,350.0,0,unknown,0
30,services,single,secondary,0,177,1,0,cellular,18,may,187,4,356.0,2,other,0
31,management,single,tertiary,0,0,1,0,cellular,30,apr,97,2,87.0,2,other,0
40,admin.,divorced,secondary,0,83,1,0,cellular,6,may,327,1,280.0,6,failure,1
30,technician,married,secondary,0,-910,1,0,cellular,15,may,124,2,298.0,1,failure,0
27,student,single,unknown,0,598,0,0,cellular,12,aug,126,1,524.0,1,failure,1
36,services,single,secondary,0,260,1,0,unknown,27,may,132,8,364.0,0,unknown,0
27,management,single,tertiary,0,446,0,0,cellular,23,jun,205,3,343.0,0,unknown,0
35,unemployed,single,secondary,0,127,1,0,telephone,14,nov,162,1,389.0,0,unknown,1
56,services,married,secondary,0,1121,1,0,unknown,15,may,176,2,370.0,0,unknown,1
59,blue-collar,married,primary,0,616,0,0,cellular,4,feb,253,3,215.0,2,other,0
54,blue-collar,married,primary,0,10662,0,0,unknown,19,jun,256,1,449.0,0,unknown,0
31,technician,single,secondary,0,77,1,0,cellular,7,may,229,1,365.0,0,unknown,1
45,management,divorced,tertiary,0,220,1,0,unknown,18,jun,89,4,364.0,0,unknown,0
51,admin.,single,unknown,0,196,0,0,unknown,11,jun,98,1,354.0,0,unknown,0
37,blue-collar,married,unknown,0,722,1,0,cellular,17,apr,362,1,150.0,3,failure,0
33,blue-collar,married,secondary,0,58,0,0,unknown,16,may,144,2,357.0,0,unknown,1
35,management,single,tertiary,0,-292,1,0,cellular,18,may,166,2,272.0,6,failure,0
39,blue-collar,married,secondary,0,0,1,0,unknown,29,may,209,3,365.0,0,unknown,0
40,services,married,secondary,0,113,1,0,unknown,4,jun,126,1,364.0,0,unknown,1
36,management,married,tertiary,0,928,1,0,cellular,20,apr,239,1,357.0,0,unknown,1
33,management,single,secondary,0,99,1,0,unknown,26,may,160,11,350.0,0,unknown,0
43,management,married,tertiary,0,5082,0,0,cellular,3,feb,99,3,362.0,0,unknown,1
36,blue-collar,divorced,primary,1,0,1,0,cellular,11,may,97,2,305.0,1,failure,1
50,self-employed,single,tertiary,0,21,1,0,cellular,18,nov,157,1,188.0,1,failure,1
42,management,married,tertiary,0,160,0,0,cellular,20,aug,97,2,355.0,0,unknown,1
36,blue-collar,married,secondary,0,362,1,0,unknown,20,may,274,2,371.0,0,unknown,0
43,admin.,single,secondary,0,-247,1,1,cellular,2,feb,751,2,76.0,4,failure,0
33,technician,married,tertiary,0,0,1,1,cellular,28,aug,94,6,350.0,0,unknown,0
27,management,single,secondary,0,35,0,0,cellular,4,jul,255,1,351.0,0,unknown,0
55,services,married,secondary,0,408,1,0,cellular,29,jul,314,2,352.0,0,unknown,0
33,technician,married,secondary,0,0,1,1,cellular,19,nov,163,2,384.0,0,unknown,0
45,management,married,tertiary,1,-190,0,1,cellular,26,aug,92,4,364.0,0,unknown,1
26,services,married,secondary,0,77,1,0,cellular,15,may,619,1,340.0,4,failure,0
38,blue-collar,married,secondary,0,1556,1,0,cellular,12,may,191,3,350.0,0,unknown,1
36,management,married,tertiary,0,763,0,0,cellular,2,feb,50,1,370.0,0,unknown,1
45,blue-collar,married,primary,0,302,1,0,telephone,15,may,258,3,455.0,0,unknown,0
45,management,divorced,tertiary,0,0,0,0,cellular,26,aug,392,2,350.0,0,unknown,0
25,student,single,secondary,0,2975,0,0,cellular,2,sep,799,2,349.0,0,unknown,0
51,housemaid,married,unknown,0,2337,1,0,cellular,27,may,133,2,41.0,5,success,0
55,retired,married,tertiary,0,8037,0,0,cellular,3,feb,114,2,367.0,0,unknown,0
45,blue-collar,married,secondary,0,-183,1,1,cellular,28,aug,8,13,398.0,0,unknown,0
54,housemaid,married,secondary,0,1182,1,0,cellular,6,may,118,2,241.0,2,failure,1
31,blue-collar,married,secondary,0,1005,0,0,cellular,4,feb,429,2,356.0,0,unknown,0
66,blue-collar,married,primary,0,2552,0,0,telephone,22,apr,186,4,363.0,0,unknown,0
52,admin.,married,primary,0,576,1,0,cellular,5,may,139,1,286.0,1,failure,0
50,blue-collar,married,primary,0,888,0,1,telephone,10,jul,160,3,355.0,0,unknown,0
33,management,married,tertiary,0,3696,0,0,cellular,19,nov,305,1,182.0,3,failure,0
32,services,married,secondary,0,61,1,0,cellular,8,jul,529,5,366.0,0,unknown,0
44,entrepreneur,divorced,secondary,0,-143,1,0,unknown,2,jun,66,6,365.0,0,unknown,0
