ID,p_hat
2141,0.14
2142,0.8
2143,0.36
2144,0.78
2145,0.84
2146,0.62
2147,0.14
2148,0.22
2149,0.7
2150,0.42
2151,0.32
2152,0.2
2153,0.36
2154,0.04
2155,0.58
2156,0.5
2157,0.7
2158,0.16
2159,0.38
2160,0.54
2161,0.22
2162,0.62
2163,0.9
2164,0.56
2165,0.54
2166,0.18
2167,0.78
2168,0.82
2169,0.4
2170,0.48
2171,0.84
2172,0.66
2173,0.18
2174,0.28
2175,0.64
2176,0.64
2177,0.28
2178,0.56
2179,0.3
2180,0.54
2181,0.06
2182,0.24
2183,0.86
2184,0.08
2185,0.68
2186,0.1
2187,0.54
2188,0.74
2189,0.72
2190,0.28
2191,0.72
2192,0.06
2193,0.24
2194,0.46
2195,0.74
2196,0.2
2197,0.66
2198,0.22
2199,0.3
2200,0.44
2201,0.62
2202,0.22
2203,0.74
2204,0.22
2205,0.86
2206,0.8
2207,0.74
2208,0.68
2209,0.54
2210,0.3
2211,0.24
2212,0.44
2213,0.42
2214,0.44
2215,0.1
2216,0.54
2217,0.38
2218,0.44
2219,0.12
2220,0.76
2221,0.2
2222,0.06
2223,0.72
2224,0.64
2225,0.94
2226,0.32
2227,0.22
2228,0.12
2229,0.22
2230,0.14
2231,0.48
2232,0.34
2233,0.74
2234,0.44
2235,0.64
2236,0.36
2237,0.5
2238,0.14
2239,0.12
2240,0.46
2241,0.14
2242,0.18
2243,0.72
2244,0.58
2245,0.56
2246,0.22
2247,0.5
2248,0.4
2249,0.34
2250,0.46
2251,0.74
2252,0.02
2253,0.56
2254,0.56
2255,0.42
2256,0.1
2257,0.46
2258,0.9
2259,0.08
2260,0.52
2261,0.42
2262,0.08
2263,0.46
2264,0.28
2265,0.68
2266,0.16
2267,0.44
2268,0.28
2269,0.16
2270,0.14
2271,0.56
2272,0.4
2273,0.36
2274,0.18
2275,0.54
2276,0.82
2277,0.1
2278,0.18
2279,0.24
2280,0.64
2281,0.6
2282,0.74
2283,0.16
2284,0.3
2285,0.66
2286,0.66
2287,0.32
2288,0.62
2289,0.62
2290,0.38
2291,0.22
2292,0.02
2293,0.2
2294,0.6
2295,0.12
2296,0.46
2297,0.1
2298,0.86
2299,0.46
2300,0.04
2301,0.24
2302,0.38
2303,0.005
2304,0.02
2305,0.76
2306,0.68
2307,0.66
2308,0.18
2309,0.86
2310,0.8
2311,0.74
2312,0.4
2313,0.72
2314,0.36
2315,0.32
2316,0.94
2317,0.4
2318,0.62
2319,0.2
2320,0.1
2321,0.18
2322,0.2
2323,0.64
2324,0.02
2325,0.24
2326,0.74
2327,0.52
2328,0.5
2329,0.32
2330,0.68
2331,0.32
2332,0.46
2333,0.12
2334,0.14
2335,0.06
2336,0.54
2337,0.46
2338,0.16
2339,0.36
2340,0.44
2341,0.22
2342,0.46
2343,0.68
2344,0.26
2345,0.22
2346,0.14
2347,0.68
2348,0.44
2349,0.74
2350,0.76
2351,0.3
2352,0.36
2353,0.02
2354,0.36
2355,0.88
2356,0.56
2357,0.52
2358,0.44
2359,0.02
2360,0.92
2361,0.16
2362,0.52
2363,0.14
2364,0.66
2365,0.22
2366,0.04
2367,0.28
2368,0.12
2369,0.44
2370,0.24
2371,0.84
2372,0.76
2373,0.26
2374,0.56
2375,0.48
2376,0.72
2377,0.4
2378,0.48
2379,0.24
2380,0.52
2381,0.24
2382,0.14
2383,0.2
2384,0.52
2385,0.1
2386,0.56
2387,0.04
2388,0.72
2389,0.16
2390,0.44
2391,0.06
2392,0.18
2393,0.16
2394,0.26
2395,0.82
2396,0.38
2397,0.78
2398,0.42
2399,0.34
2400,0.52
2401,0.68
2402,0.48
2403,0.44
2404,0.12
2405,0.52
2406,0.46
2407,0.38
2408,0.58
2409,0.48
2410,0.4
2411,0.44
2412,0.02
2413,0.48
2414,0.58
2415,0.16
2416,0.12
2417,0.74
2418,0.54
2419,0.26
2420,0.54
2421,0.42
2422,0.08
2423,0.46
2424,0.28
2425,0.06
2426,0.32
2427,0.42
2428,0.04
2429,0.08
2430,0.38
2431,0.76
2432,0.74
2433,0.22
2434,0.18
2435,0.36
2436,0.22
2437,0.16
2438,0.62
2439,0.58
2440,0.62
2441,0.32
2442,0.1
2443,0.14
2444,0.52
2445,0.36
2446,0.32
2447,0.68
2448,0.26
2449,0.72
2450,0.48
2451,0.18
2452,0.48
2453,0.3
2454,0.66
2455,0.26
2456,0.5
2457,0.34
2458,0.72
2459,0.1
2460,0.5
2461,0.56
2462,0.62
2463,0.38
2464,0.42
2465,0.48
2466,0.08
2467,0.58
2468,0.1
2469,0.54
2470,0.44
2471,0.3
2472,0.2
2473,0.54
2474,0.78
2475,0.5
2476,0.44
2477,0.34
2478,0.64
2479,0.94
2480,0.34
2481,0.18
2482,0.64
2483,0.24
2484,0.56
2485,0.54
2486,0.42
2487,0.18
2488,0.46
2489,0.62
2490,0.9
2491,0.44
2492,0.6
2493,0.7
2494,0.32
2495,0.62
2496,0.9
2497,0.36
2498,0.32
2499,0.16
2500,0.46
2501,0.16
2502,0.42
2503,0.58
2504,0.06
2505,0.06
2506,0.16
2507,0.2
2508,0.2
2509,0.12
2510,0.52
2511,0.6
2512,0.04
2513,0.44
2514,0.3
2515,0.12
2516,0.74
2517,0.26
2518,0.46
2519,0.72
2520,0.005
2521,0.52
2522,0.74
2523,0.28
2524,0.5
2525,0.64
2526,0.58
2527,0.14
2528,0.44
2529,0.6
2530,0.14
2531,0.7
2532,0.88
2533,0.52
2534,0.5
2535,0.88
2536,0.44
2537,0.36
2538,0.54
2539,0.12
2540,0.64
2541,0.68
2542,0.52
2543,0.42
2544,0.26
2545,0.14
2546,0.76
2547,0.74
2548,0.22
2549,0.32
2550,0.02
2551,0.22
2552,0.22
2553,0.12
2554,0.26
2555,0.44
2556,0.1
2557,0.84
2558,0.66
2559,0.22
2560,0.72
2561,0.46
2562,0.26
2563,0.34
2564,0.24
2565,0.24
2566,0.22
2567,0.36
2568,0.76
2569,0.1
2570,0.24
2571,0.18
2572,0.22
2573,0.38
2574,0.52
2575,0.12
2576,0.02
2577,0.66
2578,0.14
2579,0.44
2580,0.72
2581,0.88
2582,0.44
2583,0.24
2584,0.66
2585,0.5
2586,0.68
2587,0.08
2588,0.76
2589,0.18
2590,0.42
2591,0.14
2592,0.6
2593,0.72
2594,0.4
2595,0.52
2596,0.4
2597,0.26
2598,0.86
2599,0.26
2600,0.56
2601,0.52
2602,0.64
2603,0.08
2604,0.44
2605,0.16
2606,0.78
2607,0.02
2608,0.06
2609,0.62
2610,0.84
2611,0.3
2612,0.52
2613,0.2
2614,0.26
2615,0.4
2616,0.6
2617,0.14
2618,0.22
2619,0.9
2620,0.08
2621,0.5
2622,0.54
2623,0.74
2624,0.52
2625,0.16
2626,0.68
2627,0.4
2628,0.06
2629,0.78
2630,0.42
2631,0.68
2632,0.78
2633,0.1
2634,0.4
2635,0.34
2636,0.02
2637,0.66
2638,0.82
2639,0.42
2640,0.12
2641,0.44
2642,0.86
2643,0.28
2644,0.46
2645,0.6
2646,0.74
2647,0.42
2648,0.1
2649,0.64
2650,0.86
2651,0.2
2652,0.84
2653,0.18
2654,0.32
2655,0.4
2656,0.88
2657,0.58
2658,0.28
2659,0.7
2660,0.8
2661,0.2
2662,0.26
2663,0.36
2664,0.74
2665,0.2
2666,0.08
2667,0.54
2668,0.6
2669,0.16
2670,0.7
2671,0.48
2672,0.54
2673,0.7
2674,0.28
2675,0.72
2676,0.6
2677,0.08
2678,0.44
2679,0.38
2680,0.16
2681,0.84
2682,0.1
2683,0.44
2684,0.32
2685,0.26
2686,0.8
2687,0.58
2688,0.84
2689,0.14
2690,0.32
2691,0.28
2692,0.12
2693,0.34
2694,0.26
2695,0.84
2696,0.38
2697,0.42
2698,0.44
2699,0.8
2700,0.38
2701,0.44
2702,0.62
2703,0.12
2704,0.64
2705,0.74
2706,0.56
2707,0.62
2708,0.84
2709,0.24
2710,0.3
2711,0.76
2712,0.46
2713,0.38
2714,0.02
2715,0.44
2716,0.8
2717,0.54
2718,0.6
2719,0.34
2720,0.24
2721,0.62
2722,0.5
2723,0.7
2724,0.68
2725,0.38
2726,0.64
2727,0.12
2728,0.22
2729,0.4
2730,0.08
2731,0.68
2732,0.42
2733,0.72
2734,0.34
2735,0.14
2736,0.84
2737,0.52
2738,0.76
2739,0.66
2740,0.1
2741,0.78
2742,0.38
2743,0.54
2744,0.58
2745,0.26
2746,0.44
2747,0.46
2748,0.26
2749,0.66
2750,0.14
2751,0.52
2752,0.52
2753,0.3
2754,0.4
2755,0.4
2756,0.4
2757,0.9
2758,0.16
2759,0.28
2760,0.34
2761,0.62
2762,0.58
2763,0.26
2764,0.22
2765,0.52
2766,0.24
2767,0.16
2768,0.34
2769,0.06
2770,0.68
2771,0.48
2772,0.08
2773,0.72
2774,0.14
2775,0.46
2776,0.54
2777,0.88
2778,0.62
2779,0.4
2780,0.74
2781,0.52
2782,0.68
2783,0.8
2784,0.38
2785,0.46
2786,0.16
2787,0.74
2788,0.38
2789,0.88
2790,0.76
2791,0.06
2792,0.82
2793,0.16
2794,0.34
2795,0.4
2796,0.24
2797,0.16
2798,0.28
2799,0.08
2800,0.38
2801,0.6
2802,0.22
2803,0.54
2804,0.44
2805,0.66
2806,0.68
2807,0.14
2808,0.58
2809,0.32
2810,0.16
2811,0.46
2812,0.52
2813,0.82
2814,0.7
2815,0.68
2816,0.22
2817,0.54
2818,0.1
2819,0.64
2820,0.32
2821,0.36
2822,0.42
2823,0.04
2824,0.64
2825,0.46
2826,0.3
2827,0.68
2828,0.04
2829,0.12
2830,0.18
2831,0.88
2832,0.6
2833,0.74
2834,0.3
2835,0.82
2836,0.18
2837,0.6
2838,0.48
2839,0.16
2840,0.52
2841,0.06
2842,0.34
2843,0.58
2844,0.62
2845,0.26
2846,0.34
2847,0.32
2848,0.38
2849,0.18
2850,0.34
2851,0.44
2852,0.44
2853,0.64
2854,0.14
2855,0.24
2856,0.32
2857,0.1
2858,0.14
2859,0.74
2860,0.72
2861,0.1
2862,0.74
2863,0.22
2864,0.04
2865,0.78
2866,0.5
2867,0.6
2868,0.16
2869,0.04
2870,0.3
2871,0.44
2872,0.56
2873,0.14
2874,0.06
2875,0.74
2876,0.36
2877,0.4
2878,0.1
2879,0.18
2880,0.04
2881,0.12
2882,0.34
2883,0.56
2884,0.8
2885,0.34
2886,0.68
2887,0.22
2888,0.86
2889,0.42
2890,0.58
2891,0.46
2892,0.18
2893,0.48
2894,0.78
2895,0.8
2896,0.48
2897,0.1
2898,0.22
2899,0.64
2900,0.42
2901,0.4
2902,0.22
2903,0.78
2904,0.54
2905,0.08
2906,0.34
2907,0.64
2908,0.12
2909,0.64
2910,0.66
2911,0.24
2912,0.38
2913,0.8
2914,0.44
2915,0.7
2916,0.58
2917,0.68
2918,0.66
2919,0.18
2920,0.22
2921,0.16
2922,0.005
2923,0.1
2924,0.44
2925,0.34
2926,0.48
2927,0.46
2928,0.68
2929,0.68
2930,0.88
2931,0.12
2932,0.08
2933,0.58
2934,0.66
2935,0.56
2936,0.72
2937,0.18
2938,0.24
2939,0.56
2940,0.24
2941,0.96
2942,0.04
2943,0.46
2944,0.78
2945,0.34
2946,0.1
2947,0.56
2948,0.16
2949,0.54
2950,0.8
2951,0.68
2952,0.82
2953,0.24
2954,0.7
2955,0.34
2956,0.02
2957,0.64
2958,0.76
2959,0.5
2960,0.08
2961,0.22
2962,0.58
2963,0.42
2964,0.88
2965,0.6
2966,0.86
2967,0.54
2968,0.42
2969,0.2
2970,0.52
2971,0.24
2972,0.6
2973,0.54
2974,0.3
2975,0.32
2976,0.36
2977,0.28
2978,0.88
2979,0.6
2980,0.3
2981,0.46
2982,0.34
2983,0.14
2984,0.54
2985,0.36
2986,0.42
2987,0.52
2988,0.24
2989,0.86
2990,0.84
2991,0.2
2992,0.78
2993,0.58
2994,0.58
2995,0.32
2996,0.32
2997,0.46
2998,0.3
2999,0.62
3000,0.16
3001,0.18
3002,0.6
3003,0.2
3004,0.66
3005,0.14
3006,0.42
3007,0.34
3008,0.12
3009,0.48
3010,0.64
3011,0.54
3012,0.58
3013,0.84
3014,0.62
3015,0.76
3016,0.6
3017,0.7
3018,0.26
3019,0.78
3020,0.84
3021,0.26
3022,0.02
3023,0.68
3024,0.42
3025,0.22
3026,0.14
3027,0.64
3028,0.98
3029,0.22
3030,0.94
3031,0.62
3032,0.32
3033,0.1
3034,0.38
3035,0.22
3036,0.82
3037,0.18
3038,0.36
3039,0.78
3040,0.46
3041,0.64
3042,0.24
3043,0.16
3044,0.06
3045,0.8
3046,0.22
3047,0.16
3048,0.46
3049,0.28
3050,0.8
3051,0.12
3052,0.58
3053,0.5
3054,0.58
3055,0.48
3056,0.66
3057,0.3
3058,0.72
3059,0.84
3060,0.3
3061,0.7
3062,0.52
3063,0.2
3064,0.44
3065,0.88
3066,0.46
3067,0.24
3068,0.68
3069,0.28
3070,0.3
3071,0.94
3072,0.44
3073,0.78
3074,0.46
3075,0.22
3076,0.38
3077,0.52
3078,0.6
3079,0.72
3080,0.64
3081,0.24
3082,0.2
3083,0.44
3084,0.04
3085,0.38
3086,0.12
3087,0.14
3088,0.26
3089,0.6
3090,0.8
3091,0.84
3092,0.3
3093,0.6
3094,0.72
3095,0.44
3096,0.16
3097,0.7
3098,0.66
3099,0.3
3100,0.56
3101,0.88
3102,0.64
3103,0.14
3104,0.32
3105,0.1
3106,0.28
3107,0.66
3108,0.18
3109,0.34
3110,0.82
3111,0.56
3112,0.5
3113,0.12
3114,0.68
3115,0.06
3116,0.32
3117,0.46
3118,0.48
3119,0.88
3120,0.42
3121,0.16
3122,0.66
3123,0.44
3124,0.16
3125,0.68
3126,0.6
3127,0.62
3128,0.34
3129,0.18
3130,0.44
3131,0.42
3132,0.72
3133,0.6
3134,0.14
3135,0.52
3136,0.52
3137,0.64
3138,0.04
3139,0.6
3140,0.14
3141,0.3
3142,0.48
3143,0.62
3144,0.76
3145,0.48
3146,0.28
3147,0.78
3148,0.5
3149,0.42
3150,0.56
3151,0.04
3152,0.46
3153,0.84
3154,0.44
3155,0.14
3156,0.52
3157,0.22
3158,0.12
3159,0.24
3160,0.36
3161,0.76
3162,0.6
3163,0.22
3164,0.34
3165,0.66
3166,0.5
3167,0.46
3168,0.58
3169,0.18
3170,0.68
3171,0.8
3172,0.2
3173,0.8
3174,0.26
3175,0.66
3176,0.48
3177,0.44
3178,0.58
3179,0.1
3180,0.16
3181,0.3
3182,0.005
3183,0.18
3184,0.66
3185,0.56
3186,0.3
3187,0.48
3188,0.6
3189,0.9
3190,0.8
3191,0.16
3192,0.56
3193,0.72
3194,0.08
3195,0.26
3196,0.06
3197,0.38
3198,0.78
3199,0.28
3200,0.38
3201,0.4
3202,0.2
3203,0.24
3204,0.8
3205,0.66
3206,0.62
3207,0.22
3208,0.34
3209,0.84
3210,0.7
3211,0.54
3212,0.34
3213,0.26
3214,0.3
3215,0.4
3216,0.34
3217,0.44
3218,0.76
3219,0.24
3220,0.94
3221,0.16
3222,0.36
3223,0.54
3224,0.04
3225,0.5
3226,0.24
3227,0.44
3228,0.14
3229,0.92
3230,0.12
3231,0.72
3232,0.38
3233,0.4
3234,0.86
3235,0.48
3236,0.66
3237,0.44
3238,0.44
3239,0.42
3240,0.54
3241,0.66
3242,0.36
3243,0.9
3244,0.52
3245,0.58
3246,0.52
3247,0.52
3248,0.68
3249,0.54
3250,0.04
3251,0.38
3252,0.44
3253,0.16
3254,0.32
3255,0.3
3256,0.6
3257,0.36
3258,0.7
3259,0.3
3260,0.06
3261,0.52
3262,0.22
3263,0.68
3264,0.74
3265,0.74
3266,0.2
3267,0.24
3268,0.22
3269,0.02
3270,0.58
3271,0.34
3272,0.48
3273,0.68
3274,0.62
3275,0.64
3276,0.72
3277,0.76
3278,0.38
3279,0.3
3280,0.5
3281,0.42
3282,0.8
3283,0.04
3284,0.7
3285,0.3
3286,0.28
3287,0.18
3288,0.3
3289,0.56
3290,0.5
3291,0.34
3292,0.08
3293,0.1
3294,0.86
3295,0.1
3296,0.42
3297,0.54
3298,0.66
3299,0.46
3300,0.64
3301,0.8
3302,0.34
3303,0.84
3304,0.08
3305,0.7
3306,0.58
3307,0.46
3308,0.72
3309,0.8
3310,0.64
3311,0.72
3312,0.48
3313,0.82
3314,0.52
3315,0.12
3316,0.36
3317,0.78
3318,0.18
3319,0.22
3320,0.2
3321,0.44
3322,0.005
3323,0.1
3324,0.24
3325,0.14
3326,0.64
3327,0.72
3328,0.26
3329,0.16
3330,0.24
3331,0.3
3332,0.48
3333,0.38
3334,0.64
3335,0.7
3336,0.12
3337,0.66
3338,0.4
3339,0.5
3340,0.7
3341,0.64
3342,0.68
3343,0.74
3344,0.58
3345,0.62
3346,0.44
3347,0.36
3348,0.66
3349,0.62
3350,0.46
3351,0.2
3352,0.44
3353,0.42
3354,0.52
3355,0.68
3356,0.1
3357,0.54
3358,0.26
3359,0.12
3360,0.2
3361,0.56
3362,0.1
3363,0.76
3364,0.42
3365,0.58
3366,0.14
3367,0.24
3368,0.16
3369,0.56
3370,0.36
3371,0.58
3372,0.72
3373,0.36
3374,0.08
3375,0.4
3376,0.22
3377,0.44
3378,0.5
3379,0.72
3380,0.34
3381,0.68
3382,0.46
3383,0.48
3384,0.24
3385,0.08
3386,0.58
3387,0.16
3388,0.6
3389,0.34
3390,0.82
3391,0.46
3392,0.14
3393,0.78
3394,0.7
3395,0.18
3396,0.28
3397,0.66
3398,0.72
3399,0.12
3400,0.66
3401,0.76
3402,0.48
3403,0.42
3404,0.54
3405,0.44
3406,0.6
3407,0.76
3408,0.18
3409,0.82
3410,0.4
3411,0.74
3412,0.18
3413,0.6
3414,0.44
3415,0.24
3416,0.84
3417,0.2
3418,0.24
3419,0.18
3420,0.56
3421,0.88
3422,0.48
3423,0.44
3424,0.62
3425,0.32
3426,0.34
3427,0.8
3428,0.18
3429,0.48
3430,0.5
3431,0.66
3432,0.16
3433,0.32
3434,0.18
3435,0.2
3436,0.6
3437,0.42
3438,0.28
3439,0.76
3440,0.26
3441,0.22
3442,0.28
3443,0.54
3444,0.6
3445,0.18
3446,0.16
3447,0.48
3448,0.28
3449,0.26
3450,0.06
3451,0.42
3452,0.3
3453,0.3
3454,0.34
3455,0.16
3456,0.24
3457,0.28
3458,0.52
3459,0.6
3460,0.04
3461,0.8
3462,0.46
3463,0.26
3464,0.78
3465,0.84
3466,0.56
3467,0.8
3468,0.36
3469,0.44
3470,0.18
3471,0.54
3472,0.24
3473,0.32
3474,0.14
3475,0.5
3476,0.14
3477,0.28
3478,0.5
3479,0.48
3480,0.48
3481,0.8
3482,0.78
3483,0.4
3484,0.72
3485,0.22
3486,0.5
3487,0.64
3488,0.84
3489,0.24
3490,0.48
3491,0.78
3492,0.6
3493,0.14
3494,0.48
3495,0.64
3496,0.46
3497,0.6
3498,0.08
3499,0.66
3500,0.34
3501,0.14
3502,0.56
3503,0.74
3504,0.1
3505,0.12
3506,0.68
3507,0.16
3508,0.34
3509,0.34
3510,0.84
3511,0.06
3512,0.1
3513,0.7
3514,0.44
3515,0.2
3516,0.6
3517,0.56
3518,0.74
3519,0.14
3520,0.82
3521,0.2
3522,0.38
3523,0.28
3524,0.5
3525,0.6
3526,0.6
3527,0.6
3528,0.32
3529,0.22
3530,0.48
3531,0.36
3532,0.66
3533,0.16
3534,0.32
3535,0.12
3536,0.5
3537,0.58
3538,0.4
3539,0.34
3540,0.14
3541,0.48
3542,0.32
3543,0.12
3544,0.16
3545,0.46
3546,0.78
3547,0.28
3548,0.12
3549,0.46
3550,0.3
3551,0.34
3552,0.7
3553,0.34
3554,0.9
3555,0.02
3556,0.44
3557,0.02
3558,0.24
3559,0.38
3560,0.64
3561,0.72
3562,0.005
3563,0.3
3564,0.4
3565,0.1
3566,0.02
3567,0.92
3568,0.4
3569,0.22
3570,0.52
3571,0.2
3572,0.22
3573,0.14
3574,0.64
3575,0.54
3576,0.86
3577,0.64
3578,0.54
3579,0.28
3580,0.54
3581,0.8
3582,0.04
3583,0.68
3584,0.34
3585,0.54
3586,0.26
3587,0.36
3588,0.38
3589,0.88
3590,0.46
3591,0.66
3592,0.44
3593,0.14
3594,0.66
3595,0.66
3596,0.3
3597,0.82
3598,0.12
3599,0.72
3600,0.58
3601,0.36
3602,0.5
3603,0.32
3604,0.72
3605,0.32
3606,0.2
3607,0.16
3608,0.08
3609,0.72
3610,0.06
3611,0.2
3612,0.16
3613,0.72
3614,0.26
3615,0.2
3616,0.4
3617,0.2
3618,0.58
3619,0.7
3620,0.3
3621,0.44
3622,0.1
3623,0.48
3624,0.3
3625,0.34
3626,0.62
3627,0.64
3628,0.52
3629,0.62
3630,0.54
3631,0.66
3632,0.78
3633,0.4
3634,0.82
3635,0.7
3636,0.96
3637,0.66
3638,0.62
3639,0.24
3640,0.58
3641,0.08
3642,0.76
3643,0.46
3644,0.42
3645,0.44
3646,0.58
3647,0.68
3648,0.76
3649,0.64
3650,0.18
3651,0.28
3652,0.34
3653,0.52
3654,0.34
3655,0.72
3656,0.82
3657,0.24
3658,0.46
3659,0.28
3660,0.3
3661,0.44
3662,0.3
3663,0.58
3664,0.84
3665,0.02
3666,0.66
3667,0.64
3668,0.66
3669,0.76
3670,0.5
3671,0.88
3672,0.3
3673,0.66
3674,0.04
3675,0.6
3676,0.94
3677,0.36
3678,0.66
3679,0.68
3680,0.04
3681,0.7
3682,0.58
3683,0.3
3684,0.22
3685,0.9
3686,0.62
3687,0.22
3688,0.44
3689,0.7
3690,0.64
3691,0.54
3692,0.32
3693,0.46
3694,0.96
3695,0.36
3696,0.2
3697,0.14
3698,0.44
3699,0.74
3700,0.9
3701,0.36
3702,0.54
3703,0.04
3704,0.52
3705,0.28
3706,0.82
3707,0.06
3708,0.64
3709,0.04
3710,0.24
3711,0.54
3712,0.6
3713,0.06
3714,0.24
3715,0.22
3716,0.1
3717,0.52
3718,0.1
3719,0.6
3720,0.34
3721,0.58
3722,0.74
3723,0.3
3724,0.42
3725,0.56
3726,0.94
3727,0.88
3728,0.8
3729,0.66
3730,0.64
3731,0.4
3732,0.98
3733,0.14
3734,0.36
3735,0.64
3736,0.76
3737,0.54
3738,0.06
3739,0.62
3740,0.14
3741,0.005
3742,0.48
3743,0.86
3744,0.44
3745,0.74
3746,0.24
3747,0.74
3748,0.52
3749,0.56
3750,0.74
3751,0.58
3752,0.38
3753,0.06
3754,0.8
3755,0.32
3756,0.62
3757,0.32
3758,0.28
3759,0.68
3760,0.22
3761,0.42
3762,0.48
3763,0.84
3764,0.76
3765,0.54
3766,0.02
3767,0.28
3768,0.04
3769,0.18
3770,0.26
3771,0.6
3772,0.16
3773,0.26
3774,0.1
3775,0.52
3776,0.08
3777,0.78
3778,0.8
3779,0.68
3780,0.28
3781,0.14
3782,0.1
3783,0.34
3784,0.06
3785,0.68
3786,0.78
3787,0.88
3788,0.22
3789,0.12
3790,0.8
3791,0.2
3792,0.52
3793,0.56
3794,0.54
3795,0.5
3796,0.34
3797,0.34
3798,0.66
3799,0.52
3800,0.7
3801,0.56
3802,0.3
3803,0.34
3804,0.48
3805,0.6
3806,0.4
3807,0.42
3808,0.36
3809,0.68
3810,0.94
3811,0.52
3812,0.4
3813,0.02
3814,0.8
3815,0.14
3816,0.24
3817,0.12
3818,0.66
3819,0.16
3820,0.16
3821,0.08
3822,0.6
3823,0.8
3824,0.66
3825,0.8
3826,0.7
3827,0.66
3828,0.1
3829,0.34
3830,0.46
3831,0.38
3832,0.72
3833,0.82
3834,0.34
3835,0.56
3836,0.4
3837,0.28
3838,0.6
3839,0.38
3840,0.54
3841,0.22
3842,0.62
3843,0.62
3844,0.3
3845,0.16
3846,0.32
3847,0.26
3848,0.64
3849,0.68
3850,0.64
3851,0.06
3852,0.74
3853,0.44
3854,0.2
3855,0.36
3856,0.26
3857,0.3
3858,0.32
3859,0.46
3860,0.62
3861,0.3
3862,0.38
3863,0.62
3864,0.28
3865,0.14
3866,0.3
3867,0.26
3868,0.86
3869,0.8
3870,0.32
3871,0.12
3872,0.7
3873,0.64
3874,0.46
3875,0.7
3876,0.16
3877,0.22
3878,0.36
3879,0.12
3880,0.04
3881,0.24
3882,0.9
3883,0.56
3884,0.04
3885,0.28
3886,0.56
3887,0.68
3888,0.66
3889,0.4
3890,0.52
3891,0.005
3892,0.44
3893,0.24
3894,0.6
3895,0.2
3896,0.78
3897,0.28
3898,0.58
3899,0.1
3900,0.4
3901,0.04
3902,0.5
3903,0.76
3904,0.12
3905,0.6
3906,0.36
3907,0.26
3908,0.96
3909,0.12
3910,0.32
3911,0.38
3912,0.28
3913,0.78
3914,0.12
3915,0.38
3916,0.4
3917,0.2
3918,0.14
3919,0.06
3920,0.1
3921,0.2
3922,0.4
3923,0.24
3924,0.62
3925,0.48
3926,0.58
3927,0.86
3928,0.78
3929,0.44
3930,0.84
3931,0.7
3932,0.1
3933,0.38
3934,0.24
3935,0.42
3936,0.52
3937,0.24
3938,0.58
3939,0.52
3940,0.82
3941,0.64
3942,0.1
3943,0.74
3944,0.18
3945,0.44
3946,0.1
3947,0.18
3948,0.78
3949,0.1
3950,0.54
3951,0.62
3952,0.4
3953,0.38
3954,0.86
3955,0.74
3956,0.84
3957,0.005
3958,0.32
3959,0.64
3960,0.74
3961,0.18
3962,0.36
3963,0.68
3964,0.76
3965,0.8
3966,0.72
3967,0.86
3968,0.54
3969,0.2
3970,0.04
3971,0.68
3972,0.44
3973,0.42
3974,0.46
3975,0.3
3976,0.34
3977,0.66
3978,0.14
3979,0.26
3980,0.62
3981,0.78
3982,0.9
3983,0.9
3984,0.36
3985,0.18
3986,0.44
3987,0.86
3988,0.6
3989,0.6
3990,0.58
3991,0.76
3992,0.16
3993,0.4
3994,0.44
3995,0.14
3996,0.44
3997,0.1
3998,0.08
3999,0.72
4000,0.12
4001,0.28
4002,0.26
4003,0.58
4004,0.74
4005,0.3
4006,0.66
4007,0.72
4008,0.66
4009,0.6
4010,0.2
4011,0.56
4012,0.62
4013,0.54
4014,0.46
4015,0.54
4016,0.08
4017,0.22
4018,0.34
4019,0.2
4020,0.58
4021,0.62
4022,0.34
4023,0.66
4024,0.22
4025,0.58
4026,0.96
4027,0.78
4028,0.2
4029,0.16
4030,0.52
4031,0.42
4032,0.56
4033,0.6
4034,0.84
4035,0.12
4036,0.52
4037,0.5
4038,0.3
4039,0.5
4040,0.64
4041,0.68
4042,0.3
4043,0.86
4044,0.06
4045,0.22
4046,0.08
4047,0.68
4048,0.64
4049,0.06
4050,0.22
4051,0.16
4052,0.66
4053,0.68
4054,0.42
4055,0.78
4056,0.6
4057,0.26
4058,0.12
4059,0.38
4060,0.24
4061,0.86
4062,0.52
4063,0.92
4064,0.9
4065,0.28
4066,0.84
4067,0.42
4068,0.12
4069,0.48
4070,0.5
4071,0.02
4072,0.58
4073,0.6
4074,0.1
4075,0.44
4076,0.14
4077,0.42
4078,0.78
4079,0.4
4080,0.56
4081,0.38
4082,0.64
4083,0.46
4084,0.5
4085,0.4
4086,0.52
4087,0.34
4088,0.42
4089,0.36
4090,0.24
4091,0.32
4092,0.18
4093,0.66
4094,0.44
4095,0.32
4096,0.3
4097,0.86
4098,0.86
4099,0.28
4100,0.66
4101,0.1
4102,0.54
4103,0.88
4104,0.36
4105,0.5
4106,0.82
4107,0.66
4108,0.66
4109,0.1
4110,0.82
4111,0.82
4112,0.8
4113,0.3
4114,0.46
4115,0.32
4116,0.74
4117,0.52
4118,0.7
4119,0.4
4120,0.5
4121,0.12
4122,0.72
4123,0.3
4124,0.64
4125,0.5
4126,0.18
4127,0.18
4128,0.1
4129,0.005
4130,0.32
4131,0.14
4132,0.06
4133,0.52
4134,0.24
4135,0.62
4136,0.1
4137,0.44
4138,0.54
